1681692777, 1681692777
1714636915, 1714636915
0, 0
1957747793, 1957747793
424238335, 424238335
719885386, 719885386
1649760492, 1649760492
596516649, 596516649
1189641421, 1189641421
1025202362, 1025202362
1350490027, 1350490027
783368690, 783368690
1954437829, 1954437829
1102520059, 1102520059
2044897763, 2044897763
1967513926, 1967513926
1365180540, 1365180540
1540383426, 1540383426
304089172, 304089172
1303455736, 1303455736
1726956429, 1726956429
336465782, 336465782
861021530, 861021530
278722862, 278722862
233665123, 233665123
1359458892, 1359458892
2145174067, 2145174067
468703135, 468703135
1101513929, 1101513929
1801979802, 1801979802
1315634022, 1315634022
635723058, 635723058
1369133069, 1369133069
776813679, 776813679
1125898167, 1125898167
1059961393, 1059961393
2089018456, 2089018456
628175011, 628175011
1656478042, 1656478042
1131176229, 1131176229
1653377373, 1653377373
859484421, 859484421
1914544919, 1914544919
756898537, 756898537
1734575198, 1734575198
1973594324, 1973594324
149798315, 149798315
2038664370, 2038664370
1129566413, 1129566413
184803526, 184803526
412776091, 412776091
1424268980, 1424268980
1911759956, 1911759956
749241873, 749241873
137806862, 137806862
1448874133, 1448874133
42999170, 42999170
982906996, 982906996
135497281, 135497281
511702305, 511702305
2084420925, 2084420925
1937477084, 1937477084
1827336327, 1827336327
572660336, 572660336
1159126505, 1159126505
805750846, 805750846
1632621729, 1632621729
1100661313, 1100661313
1433925857, 1433925857
1141616124, 1141616124
84353895, 84353895
2001100545, 2001100545
1998898814, 1998898814
1548233367, 1548233367
610515434, 610515434
1585990364, 1585990364
1374344043, 1374344043
760313750, 760313750
1477171087, 1477171087
356426808, 356426808
945117276, 945117276
1889947178, 1889947178
1780695788, 1780695788
709393584, 709393584
491705403, 491705403
1918502651, 1918502651
752392754, 752392754
1474612399, 1474612399
2053999932, 2053999932
149591949, 149591949
1217772853, 1217772853
1451543425, 1451543425
1066228762, 1066228762
18201080, 18201080
1407770276, 1407770276
1264095060, 1264095060
1411549676, 1411549676
1843993368, 1843993368
943947739, 943947739
1984210012, 1984210012
855636226, 855636226
1749698586, 1749698586
1469348094, 1469348094
1956297539, 1956297539
1036140795, 1036140795
463480570, 463480570
2040651434, 2040651434
1975960378, 1975960378
317097467, 317097467
1892066601, 1892066601
1376710097, 1376710097
927612902, 927612902
1330573317, 1330573317
603570492, 603570492
1687926652, 1687926652
781063462, 781063462
660260756, 660260756
959997301, 959997301
485560280, 485560280
402724286, 402724286
593209441, 593209441
1194953865, 1194953865
894429689, 894429689
364228444, 364228444
1947346619, 1947346619
221558440, 221558440
270744729, 270744729
1063958031, 1063958031
1633108117, 1633108117
